participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217
105,,0,32,17,4,,,,1,1,,-1,0,,,1,,1,1,1,0,,1,1,,0,-1,1,0,,1,0,-1,,,1,,,-1,,0,,0,1,,,,1,,1,,,0,,,,0,,,1,,,0,,,,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,0,7,4,3,,,,1,,,,-1,,,,,,1,,,,,,,,,,,,,,,,-1,,1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,0,17,7,10,,,,1,,,,,,,1,,,,,,,-1,1,,,,,-1,,1,1,,,,,,-1,,,,,-1,,,,,,,,-1,,,,,,1,,,1,,,,,,,,,,-1,,,-1,-1,,,,,,,,-1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,0,31,19,9,,,,1,,,,,,,,,1,1,,,,1,,,,,,1,,,,,,,0,,1,-1,,,,1,0,1,,,,,,1,,,,1,,,,,,,1,,1,,,,,,,,1,1,,,-1,,1,,,-1,,,,,,-1,,,,,,1,1,,,,,0,,,-1,-1,,,-1,,,,,,1,,,1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,0,60,25,26,,,,1,0,-1,,,,,-1,,1,,1,,,,-1,,,,1,,,-1,-1,,,-1,,,-1,-1,-1,-1,,-1,,1,1,,1,1,1,,,1,,,,,,1,,,,-1,,-1,-1,,-1,0,-1,0,1,,-1,,,0,,1,1,,-1,1,,-1,,1,-1,,,,1,,,,1,,1,,,,,,,1,-1,-1,1,-1,-1,,,,0,0,1,,,0,,0,,,0,,,-1,,,,1,,1,,,,,1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,0,14,8,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,-1,-1,,1,,,,1,,,,,,,,,,-1,,,,,,,,,,,0,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,0,29,24,2,,,,1,1,,1,1,,,,,,,,,,,,,1,,0,,1,,,1,,,,,,,,,,,1,,,,1,,1,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,1,,,,,,,,0,,1,,,-1,,,,,,,,,,,,,1,,,-1,,1,1,,1,,1,,,1,,,1,,,,,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,0,19,11,2,,,,1,1,1,,1,,,,,,,,,,,,1,0,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,-1,,,1,,,,,,,,,,,,,,0,,,-1,,,,,,,,,,0,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,,0,21,12,4,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,1,,1,,,,,,,,,,,,,,1,,,1,,,,0,,,0,,,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,-1,-1,,1,,,,,,1,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,0,5,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,0,17,10,6,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,-1,,,,,,,,,,,,,,,1,,,0,,-1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,,0,24,7,10,,,,1,,,,,,1,,,,,,,,,,,,,0,,,,-1,0,,,,,0,,-1,,,,,,,,,,,,1,,0,,,,,,0,,,,,,,-1,,,-1,-1,,,,,0,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1,-1,,,,,,,,,,,,,1,,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,,,1,,,,,,,-1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,0,25,11,3,,,,1,,,,,,,,,,,,,0,,,,0,,,,,,0,1,,1,,,,,,,0,,,,,0,,1,,,,,,,,,,,,,,,0,0,,,,,0,,,,-1,1,,,,,1,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,0,,,,1,,,,-1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,0,17,7,4,,,,1,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,-1,,,,,,,,,,,,,-1,,,,,,,,,,,1,,,,,1,,1,,,-1,,,,,,,,1,1,,,,,,0,0,,,,,,,,,0,,,,,,,-1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,0,1,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,0,29,11,3,,,,1,,,,0,,,,,,,,,,,,1,0,,,,1,,-1,,,,,,,,-1,,,,,,,,,,,,,,,1,,,1,,0,0,,,1,0,,,,,,0,,,1,,0,,,,,,,,,,,,-1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,0,,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,0,,,,,,,,0,,0,,,,,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,,0,16,13,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,-1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,,0,13,8,3,,,,1,,,,,,,,,,,,,,,,,,-1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,1,,1,,,1,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,0,26,18,4,,,,1,,,,,-1,,,,,,,,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,1,,,,,,,,,,-1,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,-1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,0,,,,0,1,1,,,0,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,,0,12,7,3,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,-1,,,,,,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,,0,25,7,5,,,,1,,,,,,,1,,,,,,,,,,0,-1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,,,-1,,,,0,,,1,,,,1,,,,,0,,,,,,,0,0,,0,,,,,,,,,,0,,,,0,,,,,,,,,-1,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,-1,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,,0,18,10,6,,,,1,,,,,,,,,,,,1,,,,,,-1,,,,,,,1,,,,,,,,1,,,,,,1,,,0,,,,,,,,,,,,,,-1,,-1,,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,-1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,,0,5,3,1,,,,1,,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,,0,54,36,17,,,,1,,1,-1,,1,,,1,,,,,,,,,0,,,,,-1,,1,1,,-1,,-1,-1,,,,,1,,,1,,,,,,1,,,,,1,,,,,1,,,-1,1,1,,,1,,,,1,,,,,,-1,,,,,,,,-1,,,,1,,,,,,1,,,-1,,1,,,,,,,,1,,,,,,,,,-1,,1,,-1,,,1,1,,,,1,1,-1,-1,1,1,1,,,1,,1,1,-1,,,,,1,,,,-1,,,,1,,,-1,,1,,,,,-1,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,,0,25,14,8,,,,1,,,,,,,,,,,,,,,-1,,,,,1,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,-1,,1,,,,,0,,,,1,,,,1,,,,,,-1,,-1,-1,1,,,,,,,,,,,,1,,,,-1,,,,1,,,1,,,,,,,,,,,,,,,,0,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,,0,43,24,13,,,,1,,1,,,,1,1,,1,,,,,0,,,1,,0,1,,,,,,,,,,-1,,,1,-1,,,,,,,,,,,-1,,,,,1,,1,,,,,,,,,0,,,,-1,,,,1,,,1,,,,,,-1,-1,,,1,,0,,,,,,1,,,-1,-1,,1,-1,,,,,,1,,,,,,,,,,,0,,,1,,,,,,,,,,,,,,,1,,1,,,,,1,1,,,,,,,,,,,1,,,-1,,,,,1,,,-1,,,0,,,,,,,,,-1,,,,,,1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,,0,51,33,10,,,,1,,,,,,,-1,,,,1,,,,-1,,1,,1,,,,,-1,,,,1,1,,,,1,,,,,-1,,,1,,,,,,,,,,1,,1,1,1,1,,,1,,,,,,,1,1,,,0,,,0,,,,1,,,-1,-1,,,,0,,,,,,,1,,-1,,,,1,1,,,,,,,,,,0,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,0,,1,,,,,,1,,0,,1,,,,-1,-1,,,,,1,,,-1,1,0,,1,,,,,1,,,,1,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,0,1,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,,0,44,31,10,,,,1,1,,,,,,,1,,,,1,,1,,,,1,,,,,,,,,,,,,,-1,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,1,,,1,,0,,,1,,,,,,-1,,,,,,1,,,-1,,,,,1,,1,,,0,-1,,-1,,,,,,1,,,,1,,,1,,,,,,,1,,,1,,,,,1,,,,,,,-1,,-1,,1,,,,,,,1,,,,,,,1,,-1,,,,,1,,,-1,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,1,1,0,,,,-1,,,,,,,,,
60,,0,6,3,1,,,,,1,,-1,,,0,,,,,,0,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,0,12,7,5,,,,,-1,,1,,,,,,1,,1,,,,,,-1,,,,,,,,,,,,,-1,,,,,,,1,,,1,,,,,,,,1,,,,,,,-1,,-1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,0,8,5,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,1,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,0,33,18,5,,,,,1,0,-1,,,1,,,0,,1,,,,,1,,,,0,,,,1,,-1,,1,,1,,0,,,,,,0,1,0,,1,,,,,,,,,,,,1,,-1,1,,,,,0,,1,,1,,1,1,,,,1,,,,-1,,-1,1,,,,0,,,,,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,0,16,11,1,,,,,-1,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,1,,,,,,,0,,,,,,,1,,,,0,1,,,,,,1,,,,,1,,,,0,,1,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,0,7,3,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,0,26,9,2,,,,,1,,0,,0,,,,,1,,,1,,0,,,,,,,0,,,,,,,,,,0,,,1,,,,,,,,,,0,,1,,,,,,,1,,0,,,,,,,,,,,-1,,,,1,,,,,,,,,,,,,,0,0,,0,0,0,,0,,,,,,,-1,0,,,,,0,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,0,20,5,10,,,,,0,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,-1,0,,0,,0,,,,,,,,,,,,,-1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,0,,-1,,,,,,,,,,1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,1,,,,,,,,-1,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,1,37,31,4,,,,,1,,,,1,,,1,,,1,,,,,,1,,,,,,,,,,,,-1,,1,,,-1,,,1,,,1,,,,1,,1,,1,,,,,,,,,,,0,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,,1,,,1,1,,1,,,,,,,,,0,,,1,1,,,,,,,,1,,,1,,1,1,,1,,,,,,,-1,,,,,,,,,,1,,-1,,,,,,1,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,0,42,27,12,,,,,1,1,-1,,,,,1,,,1,,,,,1,,,,1,1,-1,,-1,,,1,,,,,-1,1,,,,,,,,1,,,,,,,1,,,0,-1,,,,,,,1,,1,,,,-1,,,,,,,,,1,,1,,1,,,,1,,,1,,,,1,1,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,-1,1,,,,,,,-1,,,1,,,,1,1,,,,,,,,1,,,0,1,,,-1,,,,,,-1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,0,1,0,1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,0,36,22,6,,,,,-1,0,,,1,,,,,,,1,,,,,,,1,,,1,,1,,,1,,,-1,0,,,,,1,,0,,1,,-1,,,,,,,,1,,,,,,0,0,1,,,,,,,,,,,,,,,1,,,,,,,,-1,1,,1,-1,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,0,1,,1,,,,1,,,,,,,,1,,,1,,1,1,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,0,15,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,0,42,25,10,,,,,1,,,-1,,0,1,,,,,,1,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,-1,-1,-1,1,,,,,,0,1,,-1,,0,,,,,,-1,,,,0,,,1,1,,,1,,1,,,,,,0,,,1,1,1,,,,,,,,1,,,,,1,,-1,,-1,1,,,,,,,,,,,,,,,,1,,,,,,0,,1,,,,-1,,,,,1,0,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,0,21,6,2,,,,,0,,,,,,0,,,,1,,,,,,,,,,,,0,,,,,,,,,0,,,,,0,,,,,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,-1,,,1,,,,,,,,,,,,,,0,,,,,,0,1,,0,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,,0,35,22,7,,,,,1,,,,,1,,,,,-1,,1,,1,,0,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,-1,,,1,,,,,,,-1,,,1,,,,,,,1,,,,,-1,,,1,,,,,,,0,,0,,,,1,,1,-1,,,,,,,,,,,,1,,,1,,,,0,,,,,,0,,,,,,,,,1,0,,,,,,,,,,1,,,,1,,-1,1,,,,1,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,,0,28,15,8,,,,,-1,,,,,,,,,,,-1,0,,,,,,,-1,,,,,,,,,,,,,,,,,,,1,,,,1,-1,1,,,,,,1,1,,,,,,0,,-1,,,,,,,,1,,,,,,,,1,,1,,-1,0,,1,,,,,,,,,,,,,,,,,,1,,,,,-1,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,1,,,0,,,0,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,,0,9,5,4,,,,,1,,,,,,,,,,-1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,1,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,,0,23,14,6,,,,,-1,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,0,1,,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,0,,0,-1,,,-1,,,,,,,,,,,,,-1,,,,,,1,,,,,,,,,,,,,,,,-1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,,0,61,26,13,,,,,1,1,,-1,,0,1,1,,,1,,,,,,,0,,,,,0,,,,1,,,0,,0,,,,1,,-1,,,,,1,,-1,,,,,,,,,1,1,,,,,,1,0,0,0,-1,,,,0,,,-1,,,,,0,,,0,,,,-1,-1,,,,,,,0,-1,,1,0,-1,,,0,,-1,,,0,,,,,,,,-1,,,0,,,,0,0,0,,1,,,1,,1,,,,1,,,,,,,1,,1,0,-1,1,1,,1,,,1,,1,,,,,,,-1,,,0,,1,,,,,,,,,0,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,,0,86,65,13,,,,,1,1,-1,,-1,1,1,,,,,,,1,,0,1,,,,,,0,1,,,,,,,,-1,,1,,,,,1,,,,1,1,-1,1,,,1,1,,1,1,,,,,1,,1,,1,-1,1,-1,1,,,,1,0,,,1,,1,1,1,,,-1,,,-1,-1,-1,,,,,1,,,,,1,1,,1,,,1,1,1,0,1,-1,,,1,1,,,,,,1,-1,1,,1,,1,,,1,1,1,1,,1,,1,,,,,,,,0,,0,1,,1,,,1,,1,1,1,,1,1,,,1,0,,,1,-1,1,,1,1,0,1,,,,,1,1,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,,0,33,17,11,,,,,1,,,,,,,,,,,,,,,,,,,,,,,-1,,,1,,,,0,,1,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,,,,,,,-1,,,1,,,,,,,,,,1,,,,-1,,,,,,1,,,,-1,,-1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,-1,-1,,0,,,,,,,,,,1,,,,,0,,,,,,1,,,,,,,,-1,,,,,1,1,,,,,,,,,,,,,,,0,,,,,,,1,,,,,-1,1,,,,,1,,1,,,,,,,,,
665,,0,3,3,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
