participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
203,,0,25,18,5,-1,-1,1,1,,,-1,,1,1,1,-1,,,1,,,1,0,1,,0,1,1,,,,,1,,,-1,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,0,42,28,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,0,31,13,0,1,,1,,,1,0,0,1,0,,0,,1,1,1,0,0,0,0,0,,,1,,0,,,1,0,,0,0,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,0,42,27,13,1,1,1,-1,1,0,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,1,1,0,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,0,23,12,1,1,,,1,0,,,0,0,1,1,,-1,0,1,1,,1,,,0,1,,1,,,0,,,,0,1,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,0,71,45,12,1,-1,1,1,0,1,-1,-1,1,-1,1,0,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,0,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,,1,1,1,-1,0,1,1,-1,1,1,0,1,0,1,1,0,-1,0,0,0,0,1,1,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,1,42,29,5,-1,1,1,-1,0,1,-1,1,1,1,1,-1,-1,0,1,1,1,1,1,0,0,,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,0,27,21,6,1,-1,1,1,1,1,1,,1,,,-1,-1,-1,,-1,,,1,1,,1,,1,1,-1,1,1,,,,1,,,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,1,43,20,5,1,1,1,1,-1,0,0,-1,0,0,1,0,0,0,1,1,-1,1,-1,1,0,1,-1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,0,22,9,1,0,0,,0,1,1,,-1,,1,,,0,,,,,,1,1,,1,0,0,,0,0,0,1,0,,0,,,,,,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,,0,43,32,2,1,1,1,1,,1,1,,1,-1,,1,1,0,1,1,0,1,-1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,0,46,32,9,-1,-1,1,1,1,1,-1,1,0,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,0,0,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,,1,1,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,0,46,19,7,0,1,1,0,0,1,-1,0,1,0,1,-1,0,-1,1,1,1,0,1,0,0,-1,-1,1,0,0,0,0,0,0,-1,0,1,1,1,-1,1,0,1,1,0,1,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,0,41,24,5,1,0,1,0,0,1,-1,0,0,1,,-1,0,-1,1,1,1,1,0,1,1,1,,,1,,0,0,1,1,-1,0,,1,1,0,1,1,1,-1,1,1,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,1,133,88,30,1,-1,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,-1,1,0,1,-1,1,0,1,1,1,1,1,0,1,1,1,,1,1,1,1,1,-1,1,0,1,-1,1,1,0,1,1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,0,1,-1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,-1,0,1,1,1,0,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,0,-1,-1,-1,1,-1,1,1,0,1,1,1,-1,1,-1,1,1,,,,
224,,0,46,36,4,1,1,1,1,1,1,-1,0,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,0,-1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,,1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,,0,37,26,3,1,1,1,0,0,1,-1,,,1,1,-1,1,,1,1,,1,,1,1,-1,1,1,1,1,0,1,,0,0,0,1,0,1,1,1,1,,0,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,0,1,0,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,1,26,19,2,1,1,,1,,,,,,-1,1,,,,0,,,,-1,,,,,1,,,,,1,,,,0,1,,,1,,,,,,,1,,,0,,,0,,,,,1,,1,1,,,,1,,1,,0,,,,,1,,,,1,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,0,46,19,3,0,1,1,0,0,1,0,0,1,0,1,-1,0,0,1,1,1,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,1,1,-1,1,0,1,1,0,1,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,5,135,94,26,1,-1,1,0,0,1,1,-1,1,-1,1,1,1,0,-1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,0,1,0,1,1,1,1,0,-1,1,1,,1,1,1,0,-1,1,1,-1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,0,-1,1,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,0,1,1,1,1,1,0,-1,-1,0,1,1,1,,
230,,1,98,55,27,1,1,1,-1,-1,1,0,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,0,1,1,1,-1,1,1,0,1,0,1,-1,1,-1,0,1,,1,1,1,1,1,-1,1,0,1,-1,-1,,,,1,0,-1,-1,1,0,0,1,,1,0,,,1,,0,1,-1,0,,,1,,,1,,0,,1,-1,1,1,-1,1,1,1,1,1,0,0,,-1,0,1,1,-1,-1,1,-1,1,-1,1,-1,,,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,
231,,1,109,31,16,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,-1,0,-1,1,0,-1,1,0,1,0,-1,1,0,-1,-1,0,1,,1,1,1,-1,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,-1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,-1,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,0,1,0,0,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
232,,0,46,28,3,0,1,1,0,0,1,0,1,1,-1,0,0,-1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,,1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,1,33,20,11,1,-1,1,1,1,-1,-1,-1,1,-1,1,,,-1,1,-1,,,,0,0,,1,1,,-1,-1,-1,1,1,1,1,1,,1,-1,,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,1,58,38,19,1,-1,1,1,-1,1,-1,-1,1,1,1,0,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,,-1,1,1,-1,1,1,-1,-1,1,-1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,-1,,,,,,,,,
237,,1,55,41,6,1,-1,1,1,0,1,-1,-1,1,1,0,0,,,1,1,1,-1,1,,0,1,1,0,1,1,0,1,1,1,1,-1,,0,1,1,1,-1,1,,1,1,,1,1,1,1,1,,1,1,1,,,1,,,,1,,,,,1,,,,,,,1,1,1,1,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,0,71,45,9,-1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,0,1,-1,0,1,,1,1,1,1,0,-1,0,-1,1,1,1,1,-1,1,-1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,0,101,78,17,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,0,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,,1,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,1,-1,0,0,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,0,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,0,-1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,,0,52,23,4,-1,-1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,-1,1,1,,1,1,0,1,-1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,1,24,16,8,-1,,,1,-1,,-1,,1,1,,-1,-1,,1,1,,,1,,1,,,,-1,,-1,,,,-1,1,1,,1,,,,1,,,,,,1,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,4,71,51,12,-1,1,1,1,1,1,-1,0,1,1,1,-1,0,1,1,0,-1,1,0,0,1,-1,1,1,,,1,1,1,0,-1,1,0,1,1,-1,1,1,1,-1,1,1,,1,1,1,1,1,1,1,-1,1,,1,1,,,1,,-1,1,,1,,1,,1,,,,1,1,-1,1,1,,,,,1,,,1,1,,,,,,,1,1,,,-1,,0,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,0,38,20,6,1,0,1,,0,-1,1,0,1,,1,0,0,,,0,0,1,1,0,-1,-1,1,1,,,,1,1,0,1,,1,0,,-1,,0,1,1,0,1,,,,1,1,-1,1,,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,0,37,28,5,1,1,1,,-1,1,-1,0,1,,1,0,,,0,1,1,1,1,1,1,1,,1,1,0,,,1,,,1,1,,1,-1,1,,,,1,1,,1,1,1,1,1,-1,,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,1,129,76,29,1,1,1,0,0,0,-1,0,1,-1,0,0,-1,0,1,1,0,1,1,0,1,1,1,0,1,-1,0,1,1,1,-1,0,-1,0,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,0,-1,-1,-1,1,0,1,1,1,1,1,1,1,1,-1,-1,-1,1,0,1,1,1,-1,1,-1,-1,-1,-1,0,1,1,-1,0,1,1,1,-1,1,1,1,-1,-1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,-1,1,-1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,,,,,,,,
249,,0,29,20,7,1,,,1,,,-1,,1,-1,,0,,-1,,,1,,1,1,,,,1,1,,,1,1,1,1,,-1,1,1,,1,,-1,0,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,-1,,,,,,1,,,,,,,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,0,41,27,6,1,-1,1,,1,,-1,-1,1,0,-1,-1,,1,1,1,0,,,1,1,1,1,,1,0,0,1,1,1,1,0,0,1,,0,1,1,,1,1,1,,1,,1,-1,,1,,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,0,54,35,14,-1,1,1,-1,0,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,0,-1,0,1,1,1,1,-1,0,1,1,-1,1,1,1,0,-1,1,,1,1,1,-1,1,1,-1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,0,38,25,4,1,0,,1,0,1,-1,0,,1,1,0,-1,,,,1,1,0,1,,,,1,,-1,,1,1,1,-1,,,0,,,1,0,1,1,1,1,,1,1,1,0,,1,,0,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,0,65,36,9,1,0,1,0,0,,-1,0,1,0,1,1,-1,0,1,1,1,1,0,,0,1,1,0,1,0,1,1,0,1,1,0,0,1,,0,1,0,1,,1,1,,1,1,1,-1,-1,1,1,0,1,0,,1,-1,1,1,,0,-1,-1,0,,1,1,,1,1,,1,1,-1,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,2,55,42,8,1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,-1,1,1,1,1,1,0,-1,,1,,1,1,1,0,0,1,1,1,1,1,-1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,0,63,37,16,1,,1,-1,,1,-1,-1,1,-1,0,0,,0,1,1,1,1,1,1,-1,1,0,1,-1,0,0,1,1,1,-1,1,1,-1,1,0,1,1,1,-1,1,1,,1,1,1,1,,-1,1,1,1,1,-1,1,0,1,-1,1,1,-1,-1,0,-1,,,-1,,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,2,66,41,13,-1,0,1,0,0,1,1,0,1,1,1,-1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,0,1,1,1,-1,1,0,1,0,1,-1,1,1,1,1,,1,1,1,0,0,1,1,1,1,-1,1,1,1,0,0,1,0,-1,-1,-1,-1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,0,59,39,16,1,1,1,1,1,1,-1,-1,1,1,1,0,0,-1,1,1,1,1,-1,1,0,1,-1,1,-1,-1,1,1,1,1,-1,0,1,1,1,-1,1,-1,1,1,1,1,,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,0,35,14,8,0,1,-1,0,0,,-1,0,1,-1,,-1,,,1,,0,1,,0,,,,,1,0,0,,0,0,,0,0,-1,1,1,1,,,,,1,,1,1,,1,,,,-1,-1,-1,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,0,67,38,10,0,-1,0,0,1,1,-1,1,1,0,0,1,-1,0,1,1,1,1,1,0,0,0,1,1,-1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,,1,1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,1,1,1,0,0,1,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,0,42,21,12,1,-1,-1,,,,,,,1,1,,-1,-1,1,,0,1,,1,,,,0,-1,-1,0,1,,1,-1,0,,-1,1,,1,0,,-1,1,1,,1,1,-1,0,1,-1,,,1,,,1,,1,0,0,-1,,,0,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,0,66,45,18,1,-1,1,1,-1,1,-1,-1,1,-1,1,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,0,-1,-1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,0,67,53,10,-1,1,-1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,0,1,1,1,1,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,3,80,65,5,0,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,1,1,1,1,0,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,-1,-1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,1,99,50,24,1,1,1,0,-1,0,1,1,1,1,-1,-1,1,0,1,1,-1,1,1,-1,-1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,-1,1,1,1,1,,1,1,-1,-1,-1,1,1,1,1,1,-1,1,0,1,-1,0,-1,-1,-1,-1,-1,1,1,1,1,0,1,-1,1,0,0,-1,-1,0,0,0,0,1,0,-1,-1,0,0,-1,0,1,-1,0,0,1,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,0,38,23,0,1,,1,0,1,1,,,,0,1,0,0,1,,1,,,0,,,0,1,1,,1,,,,,,,1,,1,,,,,1,,,,1,1,1,,0,,,1,,,,,0,,1,0,0,,,0,,,,,,,1,,,0,,,,,,,,,0,,,,,1,,,,,,,1,,,,,,,,,,0,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,0,,,,,
280,,0,17,12,5,1,,-1,,,,-1,,,,,1,1,,,,,,,1,1,,,,,-1,,1,,,,,1,,1,,1,1,,,1,1,,,,,,,,,,,-1,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,,0,66,46,2,1,0,0,1,1,1,,1,1,1,1,-1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,,0,1,1,,1,1,1,1,0,0,1,1,1,1,1,1,-1,1,1,0,0,0,0,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,,0,31,17,5,0,,,,,1,,,-1,,,-1,,-1,1,,,-1,0,,1,0,1,,1,,,,,1,,1,0,,0,0,1,,,,,,,1,1,,1,1,1,,0,1,,,,,1,1,,,-1,,0,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,,0,18,11,5,0,,,,,,,1,,1,-1,,,-1,,,1,,,,,1,,,,,,,,,,,,1,,-1,,,,,1,1,,,,,,1,,,,,1,,,-1,,,-1,,,1,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,,0,54,31,12,1,,1,-1,0,1,,,1,,,-1,1,0,1,,1,1,0,1,0,1,1,0,1,0,,1,1,1,-1,0,1,1,0,-1,,-1,1,1,1,,,1,-1,,1,0,1,,-1,1,1,,1,,,1,1,1,-1,-1,-1,-1,1,0,,-1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,,1,133,82,10,1,0,1,1,1,1,-1,-1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,-1,0,1,0,0,1,1,1,1,0,0,1,1,,-1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,1,-1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,-1,0,1,1,0,0,0,1,0,1,0,1,-1,1,1,1,1,1,0,0,1,0,,,,
287,,0,73,52,21,1,1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,,0,72,45,18,1,1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,1,1,-1,1,-1,0,0,1,1,1,-1,1,0,1,0,1,1,1,1,1,1,1,,1,1,1,1,1,0,-1,1,1,-1,1,1,0,1,-1,-1,1,-1,-1,0,0,0,1,1,1,1,1,1,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,0,44,17,14,1,,1,0,,0,-1,-1,,-1,,0,0,0,,,-1,1,1,,-1,1,-1,,,0,,,,,1,,-1,1,0,,1,0,1,1,,1,,-1,,,0,-1,1,-1,,,,,1,-1,1,,0,1,,0,0,,0,1,-1,,-1,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,0,79,50,20,1,1,1,0,,1,-1,1,1,,,-1,-1,0,,,1,,-1,,1,1,-1,,1,0,,1,1,1,-1,-1,,1,,1,,,1,,,1,,-1,1,1,1,-1,1,1,0,1,1,-1,1,-1,1,-1,1,1,,1,0,1,,1,,-1,1,,-1,1,1,,1,,1,1,1,,,,,,1,-1,0,,0,-1,1,1,1,1,-1,-1,,1,1,0,,1,,,1,,-1,,1,1,,1,,,,,-1,,,0,,,,,,,,,,,,,,,,,,
298,,0,24,14,4,-1,,,,0,,0,,,,,-1,,,1,,,,,,,,,1,-1,,,,1,1,-1,,,,1,,,,,,1,,,,,1,,0,1,1,,1,,,1,0,,,,,0,,0,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,0,64,40,10,1,0,1,1,1,1,-1,-1,1,1,0,0,,,1,,,1,1,1,1,1,1,1,1,0,0,1,1,1,-1,1,,0,0,-1,1,1,1,1,,1,,1,1,1,-1,-1,1,1,-1,1,,0,1,-1,1,0,0,,0,0,,0,1,1,-1,1,1,-1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
